Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results
starbucks vanilla chai tea latte recipe,Informational,70,"0.45,0.45,0.64,0.64,0.81,0.64,0.64,0.81,1.00,0.81,0.64,0.45",18,0.00,0.00,4240000
sugar content in chai tea latte,Informational,70,"0.56,0.78,0.78,0.78,1.00,0.78,0.78,1.00,0.78,0.33,0.78,0.78",22,0.00,0.00,5700000
tall chai tea latte starbucks calories,Informational,70,"0.50,0.50,0.64,0.50,0.64,0.50,0.50,0.64,0.35,0.64,0.64,1.00",19,0.63,0.04,73
tazo chai tea caffeine content,"Informational, Transactional",70,"0.06,0.09,0.15,0.53,1.00,0.28,0.12,0.15,0.12,0.15,0.21,0.12",19,0.00,0.13,65
tazo chai tea calories,Informational,70,"0.09,0.23,0.23,0.42,0.80,1.00,0.23,0.42,0.33,0.33,0.23,0.33",17,0.00,0.43,64
tazo chai tea costco,Transactional,70,"0.44,0.35,0.82,1.00,0.82,0.62,0.62,0.82,0.82,1.00,0.82,0.62",24,0.00,1.00,49
tazo organic chai tea latte,"Informational, Transactional",70,"0.50,0.35,0.35,0.63,0.63,1.00,0.50,0.50,0.50,0.50,0.50,0.50",24,0.22,1.00,232000
tazo tea chai latte,"Informational, Transactional",70,"0.07,1.00,0.07,0.00,0.17,0.10,0.12,0.17,0.17,0.00,0.00,0.00",29,0.23,1.00,321000
the chai box tea,Navigational,70,"0.03,0.03,0.07,1.00,0.19,1.00,0.42,0.07,0.07,0.07,0.11,0.07",15,2.08,1.00,25700000
tim hortons chai tea latte,Informational,70,"0.14,0.14,0.14,0.78,1.00,1.00,0.78,0.50,0.50,0.50,0.50,0.35",22,0.23,0.27,59
trader joe's spicy chai tea,"Informational, Transactional",70,"0.55,0.55,0.78,0.78,1.00,0.78,1.00,0.78,0.78,0.00,0.55,0.78",27,0.00,0.00,1430000
twinings chai tea latte,Informational,70,"0.09,0.09,0.09,0.09,0.09,0.09,1.00,0.80,0.52,0.33,0.23,0.33",15,0.37,1.00,183000
twinings spicy chai tea,"Informational, Transactional",70,"0.04,0.04,0.22,1.00,0.10,0.10,0.06,0.08,0.04,0.08,0.04,0.08",20,0.00,0.79,74
twinings vanilla chai tea,Commercial,70,"0.55,0.79,1.00,0.55,0.79,1.00,0.79,0.79,0.79,0.55,0.79,0.79",15,0.43,1.00,84
vegan chai tea latte,Informational,70,"0.28,0.35,0.35,0.63,0.50,0.35,0.50,0.50,0.50,1.00,0.50,0.63",22,2.10,0.68,6820000
what does chai tea latte taste like,Informational,70,"0.82,0.45,1.00,0.64,0.64,0.64,0.45,0.45,0.36,1.00,0.82,0.45",17,0.00,0.00,12700000
what does chai tea mean,Informational,70,"0.76,0.56,0.56,0.56,0.56,0.76,0.76,0.76,0.56,1.00,1.00,1.00",29,0.00,0.01,21900000
what happened to mystic chai tea,Informational,70,"0.36,0.36,0.45,1.00,1.00,1.00,1.00,1.00,1.00,0.18,0.18,0.18",20,0.00,0.00,41
where to buy chai tea concentrate,Transactional,70,"0.18,0.18,0.18,1.00,1.00,1.00,1.00,1.00,0.18,0.63,0.63,0.45",18,0.49,1.00,2120000
7 brew chai tea latte,"Informational, Commercial",50,"0.50,0.14,0.50,0.14,0.50,1.00,0.28,0.28,0.14,0.14,0.14,0.14",28,0.00,0.00,65
almond milk chai tea latte starbucks,"Informational, Transactional",50,"0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,1.00,0.63,0.63",29,0.69,0.03,1620000
atkins chai tea latte protein shake,Navigational,50,"0.11,0.17,0.11,0.17,0.64,0.23,0.11,0.41,0.64,0.82,1.00,0.17",26,0.37,1.00,75
best chai tea concentrate recipe,Informational,50,"0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,1.00,0.18,0.18",23,0.00,0.12,2090000
best chai tea latte concentrate,Commercial,50,"0.18,0.18,0.18,1.00,1.00,1.00,0.18,1.00,0.18,0.18,0.18,0.18",29,0.65,1.00,1610000
best chai tea latte nyc,Commercial,50,"0.71,1.00,1.00,0.71,1.00,0.71,0.71,0.29,1.00,1.00,1.00,1.00",26,0.00,0.03,2370000
bigelow vanilla chai black tea,"Informational, Transactional",50,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.64,1.00,0.64,0.11,0.11",20,0.77,0.96,166000
black tea masala chai,Commercial,50,"0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00,1.00,1.00,0.00",19,0.00,0.99,8460000
bolthouse farms vanilla chai tea recall,Informational,50,"0.82,1.00,0.64,1.00,0.27,0.27,0.18,0.18,0.18,0.18,0.18,0.18",22,0.00,0.00,33
caffeine content tazo chai tea,Informational,50,"0.00,0.00,0.07,1.00,0.65,0.19,0.15,0.19,0.15,0.19,0.26,0.15",23,0.00,0.09,42000
caffeine in chai tea compared to coffee,Informational,50,"1.00,0.23,0.11,0.11,0.11,0.41,0.82,0.64,0.11,0.11,0.11,0.11",25,0.00,0.01,5630000
calories starbucks chai tea latte,"Informational, Transactional",50,"0.08,0.17,0.45,0.36,0.36,0.36,0.64,0.64,0.36,0.45,1.00,0.27",28,0.95,0.10,80
can chai tea cause diarrhea,Informational,50,"0.27,0.17,0.17,0.36,1.00,0.64,1.00,0.36,0.27,0.45,1.00,1.00",20,0.00,0.00,55
can dogs have chai tea,Informational,50,"0.18,0.18,0.18,1.00,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18",27,0.00,0.00,89
caramel chai tea latte starbucks,Informational,50,"0.18,0.45,0.45,0.18,0.18,0.18,0.18,1.00,1.00,1.00,1.00,0.63",28,0.66,0.06,2740000
carbs in a starbucks chai tea latte,"Informational, Transactional",50,"0.71,0.71,1.00,0.71,1.00,0.71,1.00,0.71,0.71,0.00,1.00,0.14",29,0.00,0.02,895000
carbs in chai tea latte starbucks,"Informational, Transactional",50,"0.71,0.71,1.00,0.71,1.00,0.71,1.00,0.71,0.71,0.43,1.00,0.14",27,0.72,0.02,399000
chai coffee tea,Commercial,50,"0.45,0.45,0.63,0.45,0.45,0.45,0.45,0.18,0.45,1.00,0.18,0.18",23,0.00,0.08,49300000
chai loose leaf tea recipe,Informational,50,"0.43,0.71,0.71,0.71,0.71,0.71,1.00,0.71,0.71,0.71,0.29,0.29",17,0.00,0.35,2420000
chai tea box liquid,Transactional,50,"0.07,0.07,0.07,0.80,1.00,0.07,0.07,0.07,0.07,0.07,0.07,0.07",17,0.00,1.00,4070000
chai tea caffine,Informational,50,"0.00,0.27,0.27,0.13,0.33,0.20,0.07,0.47,0.20,0.67,1.00,0.47",22,0.54,0.11,17200000
chai tea cupcakes recipe,Informational,50,"0.56,0.56,0.56,1.00,1.00,1.00,0.78,0.56,0.56,0.56,0.56,0.56",24,0.00,0.00,1720000
chai tea eggnog latte,Informational,50,"0.09,0.09,0.09,0.09,0.23,0.52,1.00,0.23,0.09,0.09,0.09,0.09",15,0.00,0.01,217000
chai tea frappe starbucks,Informational,50,"0.06,0.06,0.79,0.35,0.50,0.35,0.50,0.35,0.50,0.29,0.64,1.00",25,0.00,0.01,614000
chai tea herbalife,Commercial,50,"1.00,0.00,0.00,1.00,0.81,0.37,0.17,0.44,0.63,0.17,0.17,0.27",23,0.22,0.84,89
chai tea latte cupcakes,Informational,50,"0.54,0.54,0.54,1.00,0.75,0.54,0.75,0.54,0.75,0.75,0.54,0.75",27,0.00,0.00,2270000
chai tea latte keurig nutrition,Commercial,50,"0.71,1.00,0.71,0.71,1.00,0.71,0.71,0.71,1.00,0.43,0.71,1.00",15,0.65,0.18,87000
chai tea latte packets,Transactional,50,"0.45,0.45,0.45,0.63,0.63,0.81,1.00,1.00,0.18,0.18,0.63,0.63",16,1.30,1.00,266000
chai tea latte powder recipe,Informational,50,"0.44,0.22,0.44,0.56,0.78,1.00,0.78,0.78,0.56,0.78,0.22,0.22",26,0.00,0.18,7610000
chai tea latte pronunciation,Informational,50,"0.71,0.71,0.71,0.71,0.71,0.71,1.00,0.71,1.00,1.00,0.71,0.43",28,0.00,0.00,45
chai tea latte recipe tea bag,Informational,50,"0.00,0.00,0.00,0.52,0.00,0.00,0.82,0.00,1.00,1.00,0.52,1.00",21,0.00,0.01,3710000
chai tea latte starbucks nutrition facts,"Informational, Transactional",50,"0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00,1.00,1.00,1.00,0.18",27,1.04,0.06,85
chai tea mean,Informational,50,"1.00,0.78,1.00,0.56,0.78,0.22,0.22,0.22,0.22,0.22,0.22,0.22",29,0.00,0.00,7770000
chai tea mix liquid,Transactional,50,"0.11,0.11,0.11,0.64,0.64,0.11,1.00,0.52,0.23,0.17,0.11,0.11",19,0.00,1.00,4060000
chai tea monin,Informational,50,"0.45,0.63,1.00,1.00,0.81,0.45,0.81,0.00,0.63,0.00,0.63,0.00",16,0.43,1.00,1070000
chai tea pot,"Informational, Transactional",50,"0.00,0.33,0.22,0.22,0.44,0.44,0.78,0.56,1.00,0.78,0.44,0.56",23,0.00,1.00,27900000
chai tea protein powder,Transactional,50,"0.18,1.00,1.00,0.18,0.18,1.00,0.27,0.36,0.45,0.18,0.18,0.18",16,1.21,1.00,12600000
chai tea pumpkin spice,Informational,50,"0.00,0.00,0.66,1.00,0.66,0.32,0.00,0.09,0.00,0.00,0.00,0.00",20,1.09,1.00,3740000
chai tea recall,Informational,50,"0.00,0.00,0.00,0.00,0.00,1.00,0.03,0.03,0.03,0.03,0.00,0.03",22,0.00,0.00,73
chai tea recipe with turmeric,Informational,50,"0.71,0.71,0.71,0.71,0.57,0.71,0.71,0.71,0.71,0.43,0.71,1.00",15,0.00,0.04,2360000
chai tea tazo recipe,Informational,50,"0.00,0.00,0.78,0.56,0.78,0.56,0.78,0.78,0.78,1.00,0.78,0.56",19,0.00,0.01,113000
chai tea to lose weight,Informational,50,"0.11,1.00,0.22,0.00,0.11,0.56,0.44,1.00,1.00,0.00,0.78,1.00",25,1.68,0.73,668000
chai tea vs black tea,"Informational, Commercial",50,"0.11,0.11,1.00,0.11,0.64,0.11,0.64,0.64,0.11,0.11,0.11,0.11",17,0.00,0.00,
chai tea with ginger,Informational,50,"0.65,0.00,1.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,0.65,0.05",27,0.00,0.79,15900000
chai vs thai tea,"Informational, Commercial",50,"0.76,0.76,0.56,0.76,1.00,0.56,0.21,0.21,0.21,0.76,0.76,0.76",25,0.00,0.00,84
cherry chai tea,Commercial,50,"0.02,0.00,0.00,0.00,0.00,0.00,0.05,1.00,1.00,0.66",20,3.00,0.51,16100000
chocolate chai tea recipe,Informational,50,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,1.00,0.18,0.18,0.18",18,0.00,0.00,32700000
coffee bean and tea leaf chai,"Informational, Transactional",50,"0.29,0.29,1.00,0.71,1.00,0.71,0.71,0.71,1.00,0.43,1.00,1.00",15,0.71,0.26,89
crock pot chai tea,Informational,50,"0.17,0.17,0.27,0.44,1.00,1.00,1.00,1.00,0.17,0.17,0.17,0.17",27,0.00,0.00,626000
does dutch bros have chai tea,Informational,50,"0.57,0.57,0.57,0.71,0.71,0.71,1.00,0.57,0.71,0.71,0.71,0.42",28,0.00,0.00,86
does masala chai tea have caffeine,Informational,50,"0.00,0.00,0.23,1.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,1.00",16,0.11,0.00,1220000
does trader joe's spiced chai tea have caffeine,Informational,50,"0.17,0.17,0.17,1.00,1.00,0.17,0.17,1.00,1.00,0.00,0.17,0.17",15,0.00,0.00,38
dunkin donuts chai tea latte nutrition,Informational,50,"0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.17,1.00,0.63,0.08",15,0.00,0.00,109000
dutch bros chai tea latte recipe,Informational,50,"0.17,0.17,0.17,0.17,0.17,1.00,1.00,1.00,1.00,0.17,0.17,0.17",24,0.00,0.00,78
ginger chai tea recipe,Informational,50,"0.45,0.45,0.45,0.45,0.45,0.45,0.81,0.81,0.45,1.00,0.63,0.63",28,0.00,0.01,12000000
gingerbread chai tea latte starbucks,Informational,50,"0.11,0.11,0.11,0.11,0.11,0.64,1.00,0.53,0.11,0.11,0.11,0.11",20,0.00,0.00,87
hot chocolate chai tea,Informational,50,"1.00,0.73,1.00,0.27,0.42,0.58,1.00,0.58,0.27,0.12,1.00,1.00",16,0.70,0.48,29400000
how do you make iced chai tea,Informational,50,"1.00,1.00,1.00,0.17,0.17,0.17,0.17,0.45,0.64,0.27,0.64,0.81",26,0.10,0.03,12800000
how much is a starbucks chai tea latte,Informational,50,"0.00,0.00,1.00,0.81,0.81,0.64,1.00,0.00,0.00,0.00,0.00,0.00",28,0.45,0.05,6200000
how to make a chai tea latte with tazo tea,Informational,50,"0.29,0.29,0.29,1.00,1.00,1.00,1.00,1.00,1.00,0.71,0.71,0.71",27,0.00,0.01,190000
how to make a pumpkin spice chai tea latte,Informational,50,"0.06,0.00,0.03,1.00,0.09,0.28,0.00,0.09,0.06,0.06,0.06,0.06",18,0.00,0.02,3270000
how to make chai tea latte with tazo,Informational,50,"0.22,0.22,0.22,0.78,0.78,1.00,0.56,0.78,0.78,0.56,0.56,0.56",17,0.00,0.01,299000
how to make chai tea like starbucks,Informational,50,"0.27,0.36,0.45,1.00,0.45,0.18,0.45,0.36,0.36,0.45,0.18,0.18",26,0.00,0.02,9970000
how to make iced chai tea latte with tea bags,Informational,50,"0.63,0.63,1.00,1.00,0.45,0.36,0.27,0.27,0.27,0.45,0.36,0.18",29,0.00,0.00,3510000
how to make tazo chai tea latte,Informational,50,"0.14,0.14,0.14,0.62,0.62,1.00,0.48,0.76,0.48,0.34,0.34,0.34",24,0.00,0.01,253000
how to order starbucks chai tea latte,Informational,50,"0.73,0.73,0.73,0.73,0.73,0.73,1.00,1.00,1.00,0.42,0.73,0.73",24,0.65,0.02,6380000
indian chai tea guy,Informational,50,"0.18,0.64,0.18,0.18,0.64,0.18,0.18,1.00,0.18,0.18,0.18,0.18",22,0.00,0.00,2530000
instant chai tea powder,Informational,50,"0.17,0.17,0.17,1.00,1.00,0.17,1.00,1.00,0.17,0.17,0.17,0.17",17,0.24,1.00,4920000
is chai tea good for diabetics,Informational,50,"0.18,0.18,0.18,0.18,0.81,0.63,0.63,1.00,0.18,1.00,0.63,0.45",20,0.00,0.00,422000
is tazo chai tea good for you,Informational,50,"0.33,0.78,0.56,0.78,0.78,0.56,0.56,1.00,0.78,0.22,0.22,0.22",19,0.00,0.00,468000
is tazo chai tea healthy,Informational,50,"0.56,0.71,0.71,0.71,0.71,0.71,0.71,1.00,1.00,0.27,0.27,0.27",23,0.00,0.00,317000
is there espresso in a chai tea latte,Informational,50,"0.70,0.70,1.00,1.00,1.00,1.00,1.00,0.70,1.00,0.42,1.00,1.00",24,0.00,0.00,13200000
k cup vanilla chai tea,"Informational, Transactional",50,"0.18,0.18,0.18,1.00,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18",15,0.20,1.00,4480000
keurig chai tea latte nutrition,Commercial,50,"0.71,1.00,0.71,0.71,1.00,0.71,0.71,0.71,1.00,0.43,0.71,1.00",16,0.65,0.18,86700
keurig k cups chai tea,Transactional,50,"0.18,0.18,1.00,0.18,0.18,1.00,1.00,0.63,0.45,0.18,0.18,0.18",22,0.36,1.00,419000
masala chai tea calories,Informational,50,"0.71,1.00,1.00,0.71,0.71,0.71,0.71,1.00,1.00,0.42,1.00,1.00",24,0.00,0.10,2180000
mystic chai tea mix,Commercial,50,"0.81,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.81,0.17,0.17,0.17",21,0.00,1.00,54
numi organic chai tea,"Informational, Transactional",50,"0.44,0.44,0.17,0.44,0.17,1.00,0.81,0.81,0.63,0.44,0.44,0.63",23,0.25,1.00,175000
numi rooibos chai tea,"Informational, Transactional",50,"0.09,0.09,0.09,0.09,0.09,0.52,0.52,0.65,0.09,0.09,0.09,1.00",23,0.39,1.00,81900
nutrition facts chai tea latte starbucks,"Informational, Transactional",50,"0.17,0.17,0.17,0.17,1.00,0.17,0.17,1.00,1.00,1.00,1.00,0.17",29,1.04,0.06,79700
oregon chai tea costco,Navigational,50,"0.18,0.18,0.63,0.45,0.45,0.45,0.18,1.00,1.00,0.63,0.63,0.45",27,0.00,0.94,64
oregon chai tea latte sugar free,"Informational, Transactional",50,"0.17,0.17,0.17,1.00,0.17,0.17,0.17,1.00,1.00,1.00,0.17,0.17",17,0.23,1.00,169000
organic masala chai tea,Transactional,50,"0.18,1.00,1.00,0.18,1.00,1.00,0.18,0.18,0.63,0.63,0.45,0.63",22,0.72,1.00,3360000
panera bread chai tea latte recipe,Informational,50,"1.00,0.73,0.73,0.73,1.00,0.58,0.58,1.00,0.27,0.27,0.27,0.27",18,0.00,0.00,60
panera chai tea latte recipe,Informational,50,"0.79,0.79,0.79,1.00,0.79,0.44,0.44,0.79,0.21,0.21,0.21,0.21",25,0.00,0.00,59
powdered chai tea latte mix recipe,Informational,50,"0.18,0.18,0.18,1.00,1.00,0.63,1.00,0.63,0.45,0.27,0.45,0.63",18,0.00,0.27,2290000
primal kitchen chai tea collagen keto latte,Informational,50,"0.11,0.11,0.11,0.18,0.18,0.11,0.11,0.65,0.65,1.00,0.11,0.11",18,0.58,1.00,9580
pumpkin spice chai tea recipe,Informational,50,"0.09,0.09,0.52,1.00,0.66,0.23,0.09,0.09,0.14,0.09,0.09,0.09",19,0.00,0.01,4880000
quik tea chai,"Informational, Transactional",50,"0.18,1.00,0.18,0.18,1.00,1.00,0.18,1.00,0.18,0.18,0.18,0.00",29,0.66,1.00,77
recipe for chai tea latte mix,Informational,50,"0.00,0.00,0.14,1.00,1.00,0.50,0.00,0.00,0.64,0.35,0.35,0.35",17,0.00,0.18,5930000
rishi chai tea bags,"Informational, Transactional",50,"0.18,1.00,1.00,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18",17,0.67,1.00,83200
rishi tea chai,Transactional,50,"0.09,0.00,0.42,0.23,1.00,0.66,0.14,0.14,0.00,0.00,0.00,0.00",19,0.69,1.00,
slow cooker chai tea,Informational,50,"0.17,0.17,0.26,0.45,1.00,1.00,1.00,1.00,0.17,0.17,0.17,0.17",24,0.00,0.00,4340000
spiced chai tea concentrate,Transactional,50,"0.81,0.00,0.00,0.64,0.00,0.64,1.00,0.00,0.00,0.45,0.64,1.00",18,0.61,1.00,
spicy chai tea bags,Transactional,50,"0.18,0.18,0.18,0.63,1.00,0.81,1.00,0.81,0.63,0.36,0.00,0.36",15,0.42,1.00,1600000
spiderman chai tea,Informational,50,"0.00,0.00,0.00,0.11,0.00,0.11,1.00,0.00,0.82,1.00,0.82,0.11",23,0.00,0.00,96
starbucks chai tea frappe,Informational,50,"0.00,0.00,0.78,0.35,0.50,0.35,0.50,0.35,0.50,0.28,0.64,1.00",26,0.00,0.02,1080000
starbucks chai tea latte venti calories,Informational,50,"0.18,0.18,1.00,0.18,1.00,0.18,1.00,1.00,0.63,0.00,0.27,0.63",24,0.73,0.04,92
starbucks chai tea latte with pumpkin spice,Informational,50,"0.40,1.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.40,0.20,0.40",20,0.00,0.02,647000
starbucks green tea chai latte recipe,Informational,50,"0.45,0.36,0.45,1.00,0.81,0.45,0.45,0.45,0.45,0.27,0.45,0.45",18,0.00,0.00,9990000
starbucks iced pumpkin cream chai tea latte,Informational,50,"0.09,0.09,0.31,1.00,0.51,0.51,0.09,0.09,0.09,0.09,0.09,0.09",24,0.00,0.01,2310000
tazo chai tea concentrate nutrition facts,Informational,50,"0.18,0.18,0.45,0.63,1.00,0.81,0.27,0.45,0.63,0.63,0.63,0.63",25,0.00,0.38,91
tazo chai tea nutrition facts,Informational,50,"0.29,0.71,1.00,0.71,0.71,0.71,0.57,0.71,1.00,1.00,0.29,0.29",22,0.00,0.35,77
tazo chai tea nutritional information,Informational,50,"0.29,0.71,1.00,1.00,0.71,0.71,0.57,0.71,1.00,1.00,0.29,0.29",23,0.00,0.35,274000
tazo pumpkin chai tea,"Informational, Transactional",50,"0.18,0.35,1.00,1.00,0.62,0.62,0.44,0.44,0.62,0.26,0.35,0.18",28,0.22,0.96,91500
thai tea and chai tea,Informational,50,"0.52,0.00,1.00,0.41,0.64,0.00,0.00,0.00,0.00,0.00,0.52,1.00",18,0.00,0.91,22100000
trader joe's chai tea bags,Commercial,50,"0.50,0.40,0.50,0.70,0.10,0.70,0.70,1.00,0.70,0.00,0.50,0.70",18,0.00,0.00,57
trader joe's chai tea mints,Commercial,50,"0.55,0.77,0.77,0.55,0.44,0.55,0.77,0.55,0.77,0.00,0.77,1.00",28,0.00,0.57,40
trader joe's chai tea powder,Commercial,50,"0.56,0.76,0.76,1.00,0.00,0.76,0.00,0.56,0.56,0.00,0.56,0.76",20,0.00,0.00,99
trader joe's spiced chai tea caffeine,Informational,50,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.40,0.40",16,0.00,0.00,74
trader joes chai tea,Commercial,50,"0.00,0.00,0.00,0.63,0.00,0.51,0.63,0.40,0.51,0.11,1.00,0.00",24,0.53,0.93,66
turmeric chai tea benefits,Informational,50,"0.17,0.17,0.17,0.61,0.61,0.28,1.00,1.00,0.17,0.33,0.17,0.17",24,0.00,0.22,3370000
vanilla caramel chai tea,Transactional,50,"0.50,0.75,0.75,0.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.25",15,0.69,1.00,7200000
vanilla chai tea cookies,Commercial,50,"0.18,0.27,0.45,0.45,0.63,1.00,1.00,0.18,0.18,0.18,0.18,0.18",29,0.00,0.01,8000000
vanilla chai tea latte calories,Informational,50,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,1.00,0.18",26,0.00,0.00,1510000
vanilla chai tea latte k cups,Transactional,50,"0.11,0.65,1.00,0.24,0.24,0.83,0.41,0.29,0.24,0.18,0.11,0.11",18,0.30,0.86,2820000
vanilla chai tea pukka,"Informational, Transactional",50,"0.45,0.27,1.00,0.64,0.64,1.00,0.08,0.00,0.64,0.00,0.64,0.00",23,0.31,1.00,107000
walmart chai tea latte,"Informational, Transactional",50,"0.33,0.44,0.77,1.00,0.55,0.55,0.77,1.00,0.77,0.55,0.55,0.77",29,0.08,1.00,329000
what do chai tea lattes taste like,Informational,50,"0.73,0.73,1.00,0.73,0.73,0.73,0.73,0.73,0.58,0.42,0.73,0.73",19,0.00,0.00,1970000
apple chai tea starbucks,Informational,40,"0.11,0.11,0.11,1.00,0.64,0.23,0.11,0.11,0.11,0.11,0.11,0.11",22,0.00,0.00,91
atkins chai tea,"Navigational, Commercial",40,"0.17,0.36,0.36,0.36,0.36,0.27,0.17,0.45,0.45,0.64,1.00,0.17",25,0.28,1.00,141000
atkins chai tea latte review,Commercial,40,"1.00,0.56,0.41,0.41,0.41,0.27,0.27,0.71,0.27,0.27,0.56,0.71",22,0.00,0.31,38
best chai tea store bought,Commercial,40,"0.45,0.27,0.45,1.00,0.63,0.09,0.18,0.00,0.36,0.36,0.45,0.45",28,0.46,1.00,25600000
best indian chai tea,Commercial,40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18",21,0.56,1.00,38700000
best instant chai tea,Commercial,40,"0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00,0.18,1.00,0.18,0.18",23,0.53,0.81,19700000
best store bought chai tea,Commercial,40,"0.70,0.42,1.00,0.70,1.00,0.14,0.42,0.28,0.56,0.70,0.70,0.70",29,0.46,1.00,40600000
bigelow vanilla chai tea bags -,Commercial,40,"0.23,0.09,0.04,0.42,0.04,0.04,0.04,1.00,0.09,0.00,0.00,0.00",16,0.00,0.00,89900
bigelow vanilla chai tea nutrition,Informational,40,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00",17,0.00,0.22,86600
black tea chai spice,Commercial,40,"0.45,0.00,0.45,0.45,0.45,0.00,0.18,0.18,0.27,1.00,0.18,0.18",15,0.00,1.00,12900000
black tea for masala chai,"Informational, Commercial",40,"0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.52,0.52,1.00,0.52,0.80",28,0.00,0.34,8740000
burt's bees chai tea,"Informational, Transactional",40,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.09,0.18,0.18",25,0.00,0.00,64
buy chai tea online,Transactional,40,"0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.27,0.45,0.64,0.64,0.27",16,0.00,0.95,30400000
calories chai tea latte,Informational,40,"0.80,0.20,0.80,1.00,1.00,1.00,0.60,0.80,1.00,0.80,0.80,0.80",16,0.70,0.02,9720000
calories in small chai tea latte,Informational,40,"0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00,0.18,0.18,0.18,0.18",17,0.00,0.00,1080000
can i drink chai tea while breastfeeding,Informational,40,"0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",26,0.00,0.00,62
caribou chai tea,"Informational, Transactional",40,"0.17,0.17,0.17,0.17,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17",15,0.00,0.02,231000
chai latte from tea bag,Informational,40,"0.14,0.21,0.28,0.21,0.21,0.07,1.00,0.50,0.35,0.28,0.14,0.21",26,0.45,0.90,14100000
chai means tea in what language,Informational,40,"0.44,0.37,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17",21,0.00,0.00,82
chai organic tea,Transactional,40,"0.00,0.00,0.00,1.00,0.33,0.19,0.23,0.19,0.19,0.09,0.04,0.19",21,0.97,1.00,18300000
chai spiced tea cake,Informational,40,"0.00,0.06,0.06,0.06,0.06,1.00,0.00,0.00,0.06,0.06,0.06,0.65",26,0.00,0.00,3690000
chai tea burt's bees,Commercial,40,"0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.09,0.18,0.18",25,0.00,0.00,158000
chai tea clay cup,"Informational, Commercial",40,"0.00,0.14,1.00,0.14,0.78,0.14,0.28,0.14,0.14,0.14,0.00,0.14",22,0.00,0.21,92
chai tea herbs,Informational,40,"0.45,0.63,0.45,0.27,0.45,1.00,0.45,0.36,0.00,0.09,0.09,0.09",27,0.57,1.00,15500000
chai tea latte contain caffeine,Informational,40,"1.00,0.21,0.21,0.21,0.00,0.21,0.21,0.21,0.00,0.21,0.21,0.21",15,0.00,0.00,3420000
chai tea latte creamer,Commercial,40,"0.18,0.18,0.18,0.18,0.18,1.00,0.18,1.00,0.18,0.18,0.18,0.18",15,0.20,0.90,909000
chai tea latte low calorie,Informational,40,"0.79,0.00,0.00,0.50,1.00,0.50,0.79,0.00,0.00,0.00,0.79,0.00",19,0.44,0.99,358000
chai tea latte panera recipe,Informational,40,"1.00,1.00,0.70,0.70,0.70,0.56,0.56,0.70,0.28,0.28,0.28,0.28",17,0.00,0.00,83
chai tea loose,Commercial,40,"0.00,0.22,0.33,0.78,0.44,0.33,1.00,0.78,0.33,0.56,0.11,0.22",18,0.70,1.00,7530000
chai tea protein drink,"Informational, Transactional",40,"0.17,1.00,1.00,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17",17,0.94,1.00,6660000
chai tea tazo calories,Informational,40,"0.18,0.18,0.18,0.36,0.81,1.00,0.09,0.36,0.18,0.27,0.45,0.63",27,0.00,0.43,86900
chai tea vs green tea,Informational,40,"0.63,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.27,0.63",18,0.00,0.02,120000000
chai vanilla tea bags,Transactional,40,"0.64,0.00,0.00,0.00,0.64,0.00,1.00,0.00,0.64,0.00,0.00,0.64",18,0.56,1.00,2970000
